,Word,isNeologism
17507,mahdism,1
17508,mahdist,1
17509,mahdiu,1
34179,mahmudea,0
34180,mahmur,0
17510,mahomedanism,1
17511,mahometism,1
34181,mahon,0
17512,mahonă,1
34182,mai,0
34183,maia,0
34184,maică,0
34185,maidan,0
17513,maiestate,1
17514,maiestuos,1
17515,maieutică,1
17516,maillechort,1
34186,maimar,0
34187,maimuță,0
34188,maina,0
17517,maioneză,1
17518,maiou,1
34189,majarcă,0
17519,majolică,1
17520,major,1
17521,majora,1
17522,majorant,1
17523,majorat,1
17524,majordom,1
17525,majoretă,1
17526,majoritar,1
17527,majoritate,1
17528,majuscul,1
17529,majusculă,1
34190,majă,0
34191,mala,0
34192,malac,0
17530,malacie,1
17531,malacologic,1
17532,malacologie,1
17533,malacov,1
17534,maladie,1
17535,maladiv,1
17536,maladresă,1
17537,malaga,1
34193,malahie,0
17538,malahit,1
17539,malandră,1
17540,malar,1
17541,malaric,1
17542,malarie,1
17543,malariolog,1
17544,malariologic,1
17545,malariologie,1
17546,malarioterapie,1
17547,malaxa,1
17548,malaxor,1
34194,maldăr,0
17549,maleabil,1
17550,maleabilitate,1
17551,maledicție,1
17552,malefic,1
17553,maleficiu,1
17554,maleic,1
17555,maleolar,1
17556,maleolă,1
17557,malformație,1
17558,malgaș,1
17559,malian,1
17560,malic,1
17561,malignitate,1
17562,maliție,1
17563,malițios,1
17564,mall,1
17565,malnutriție,1
17566,malonic,1
17567,malpoziție,1
17568,malpraxis,1
17569,maltază,1
17570,maltez,1
17571,malthusian,1
17572,malthusianism,1
17573,maltoză,1
17574,maltrata,1
34195,maltăr,0
17575,malvacee,1
17576,malversație,1
17577,mamalogie,1
17578,mamar,1
17579,mambo,1
17580,mamectomie,1
17581,mamelar,1
17582,mamelon,1
17583,mamelonar,1
17584,mameluc,1
17585,mamelă,1
17586,mamifer,1
17587,mamită,1
17588,mamografie,1
34196,mamoș,0
17589,mamut,1
34197,mamă,0
34198,manaf,0
17590,management,1
17591,manager,1
17592,managerial,1
17593,mancando,1
17594,mancenilier,1
17595,mancipație,1
17596,mancipium,1
17597,mancolistă,1
34199,mancă,0
34200,mandanea,0
17598,mandarin,1
17599,mandarinat,1
17600,mandarină,1
17601,mandat,1
17602,mandata,1
17603,mandatar,1
17604,mandibular,1
17605,mandibulă,1
17606,mandolinată,1
17607,mandolinist,1
17608,mandolină,1
17609,mandolă,1
34201,mandragoră,0
17610,mandril,1
17611,mandrină,1
17612,manducație,1
34202,mandulă,0
34203,manea,0
17613,manechin,1
17614,maneton,1
17615,manetă,1
17616,manevra,1
17617,manevrabil,1
17618,manevrabilitate,1
17619,manevrier,1
17620,manevră,1
34204,mangafa,0
34205,mangal,0
34206,mangaliță,0
17621,manganat,1
17622,manganez,1
17623,manganezit,1
17624,manganic,1
17625,manganin,1
17626,manganism,1
17627,manganit,1
17628,manganometrie,1
17629,manganos,1
17630,manghier,1
17631,manglier,1
17632,mango,1
17633,mangrovă,1
17634,mangustan,1
17635,mangustă,1
34207,mangăr,0
17636,mania,1
17637,maniabil,1
17638,maniabilitate,1
17639,maniac,1
17640,maniacal,1
17641,maniament,1
17642,manichiură,1
17643,manicord,1
17644,manie,1
17645,manierism,1
17646,manierist,1
17647,manieră,1
17648,manifest,1
17649,manifesta,1
17650,manifestant,1
17651,manifestație,1
17652,maniheism,1
17653,maniheist,1
17654,manioc,1
17655,manipul,1
17656,manipula,1
17657,manipulator,1
17658,manipulație,1
17659,manită,1
17660,manivelă,1
17661,manograf,1
17662,manometric,1
17663,manometrie,1
17664,manometru,1
17665,manotermograf,1
17666,manoză,1
17667,mansardat,1
17668,mansardă,1
17669,mansuetudine,1
34208,mansup,0
17670,mantelet,1
17671,mantică,1
34209,mantie,0
17672,mantilă,1
17673,mantisă,1
17674,mantou,1
17675,mantra,1
17676,mantă,1
17677,manual,1
17678,manubalistă,1
17679,manubriu,1
17680,manufactura,1
17681,manufacturier,1
17682,manufactură,1
17683,manumisiune,1
17684,manuscris,1
17685,manuscrit,1
17686,manutanță,1
17687,manuvrier,1
34210,mană,0
17688,manșetă,1
17689,manșon,1
17690,manșona,1
17691,manșă,1
17692,maoism,1
17693,maoist,1
17694,maori,1
17695,mapamond,1
17696,marabu,1
34211,marafet,0
34212,maram,0
34213,maramă,0
34214,marangoz,0
17697,maraschino,1
17698,marasm,1
17699,maraton,1
17700,maratră,1
17701,marc,1
17702,marca,1
17703,marcaj,1
17704,marcant,1
17705,marcasit,1
17706,marcație,1
17707,marcescent,1
17708,marcescență,1
17709,marcher,1
17710,marchetărie,1
17711,marchiz,1
17712,marchizat,1
17713,marchiză,1
17714,marcia,1
34215,marcoavă,0
17715,marcoman,1
17716,marcomanic,1
17717,marcota,1
17718,marcotaj,1
17719,marcotă,1
34216,mare,0
17720,maree,1
17721,maregraf,1
17722,maregrafic,1
17723,mareometru,1
17724,mareșal,1
17725,mareșalat,1
34217,marfă,0
17726,margarină,1
34218,marghiol,0
34219,marghiolie,0
17727,marginal,1
17728,marginalia,1
17729,marginalism,1
17730,marginalist,1
34220,margine,0
17731,margraf,1
17732,margrafiat,1
34221,marhotcă,0
17733,maria,1
17734,mariaj,1
34222,mariaș,0
17735,maricultură,1
17736,marijuana,1
17737,marimbă,1
17738,marin,1
17739,marina,1
17740,marinar,1
17741,marinată,1
17742,marinism,1
17743,marinist,1
17744,marină,1
17745,marionetist,1
17746,marionetă,1
17747,maritagiu,1
17748,marital,1
17749,maritim,1
17750,marivodaj,1
17751,marjă,1
17752,marlin,1
17753,marmatit,1
17754,marmeladă,1
17755,marmită,1
17756,marmorean,1
17757,marmoreean,1
17758,marmoreu,1
17759,marmotă,1
34223,marmură,0
17760,marnare,1
17761,marnă,1
17762,maro,1
17763,maroană,1
17764,marocan,1
17765,marochin,1
17766,marochinier,1
17767,marochinărie,1
17768,maronit,1
17769,marotă,1
17770,marsuin,1
17771,marsupial,1
17772,marsupiu,1
34224,martac,0
17773,martensită,1
34225,martie,0
17774,martin,1
17775,martingală,1
17776,martiriu,1
17777,martiriza,1
17778,martirologie,1
17779,martirologiu,1
34226,martor,0
17780,maruflaj,1
17781,maruflu,1
34227,marulă,0
17782,marxism,1
17783,marxist,1
17784,marș,1
17785,marșa,1
17786,marșandă,1
17787,marșarier,1
34228,marț,0
34229,marțafoi,0
34230,marți,0
17788,marțial,1
17789,marțian,1
34231,mas,0
17790,masa,1
17791,masacra,1
17792,masacru,1
17793,masaj,1
34232,masala,0
17794,masca,1
34233,mascara,0
17795,mascaradă,1
34234,mascaralâc,0
17796,mascaron,1
17797,mascotă,1
17798,mascul,1
17799,masculin,1
17800,masculinitate,1
17801,masculiniza,1
34235,mascur,0
17802,mască,1
17803,maser,1
17804,maseter,1
17805,maseur,1
17806,maseuză,1
17807,maseză,1
17808,masicot,1
17809,masivitate,1
34236,maslu,0
17810,masochism,1
17811,masochist,1
17812,mason,1
17813,masonerie,1
17814,masonic,1
17815,masor,1
17816,mastectomie,1
17817,master,1
17818,mastic,1
17819,mastica,1
17820,masticator,1
17821,masticație,1
34237,mastică,0
17822,mastită,1
17823,mastodinie,1
17824,mastodont,1
17825,mastografie,1
17826,mastoidectomie,1
17827,mastoidian,1
17828,mastoidită,1
17829,mastoidă,1
17830,mastopatie,1
17831,masturba,1
17832,masturbator,1
17833,masturbație,1
17834,mat,1
17835,matador,1
34238,matahală,0
34239,mataragiu,0
34240,matcă,0
17836,matelot,1
17837,matelotaj,1
17838,matematic,1
17839,matematician,1
17840,matematică,1
17841,material,1
17842,materialism,1
17843,materialist,1
17844,materialitate,1
17845,materializa,1
17846,materialmente,1
17847,materie,1
17848,matern,1
17849,maternal,1
17850,maternitate,1
34241,matiaș,0
34242,matimă,0
17851,matinal,1
17852,matineu,1
17853,matitate,1
17854,matlasa,1
34243,matostat,0
34244,matracucă,0
34245,matrapazlâc,0
17855,matriarhal,1
17856,matriarhat,1
17857,matrice,1
17858,matriceal,1
17859,matricid,1
17860,matricula,1
17861,matriliniar,1
17862,matrimonial,1
17863,matrimoniu,1
17864,matroană,1
17865,matronim,1
17866,matronimic,1
34246,matuf,0
17867,matur,1
17868,matura,1
17869,maturație,1
17870,maturitate,1
17871,mauresc,1
17872,mauritan,1
17873,mauritian,1
17874,maus,1
17875,mausoleu,1
34247,mavrofor,0
17876,maxi,1
17877,maxijupă,1
17878,maxilar,1
17879,maxilă,1
17880,maxim,1
17881,maximafil,1
17882,maximafilie,1
17883,maximal,1
17884,maximaliza,1
17885,maximiza,1
17886,maximum,1
17887,maximă,1
17888,mazdean,1
17889,mazdeism,1
17890,mazdeist,1
17891,mazetă,1
34248,mazil,0
34249,mazur,0
34250,mașala,0
17892,mașina,1
17893,mașinal,1
17894,mașinație,1
17895,mașinism,1
17896,mașinist,1
17897,mașină,1
34251,maștehă,0
34252,mașter,0
34253,mașteră,0
34254,maț,0
34255,mea,0
17898,meandru,1
17899,meat,1
17900,meatotomie,1
17901,mecanic,1
17902,mecanician,1
17903,mecanism,1
17904,mecaniza,1
17905,mecanizator,1
17906,mecanografie,1
17907,mecanoterapie,1
17908,mecatronică,1
17909,mecena,1
17910,mecenat,1
17911,mecenatism,1
34256,mecet,0
17912,meci,1
34257,meclă,0
17913,meconină,1
17914,meconiu,1
17915,med,1
17916,medalie,1
17917,medalion,1
17918,medalist,1
34258,medelean,0
34259,medelniță,0
17919,medial,1
17920,median,1
17921,mediantă,1
17922,mediană,1
17923,mediastin,1
17924,mediastinal,1
17925,mediastinoscop,1
17926,mediastinoscopie,1
17927,mediastinotomie,1
17928,mediat,1
17929,mediatecă,1
17930,mediatic,1
17931,mediatiza,1
17932,mediator,1
17933,mediație,1
17934,medic,1
17935,medical,1
17936,medicament,1
17937,medicamenta,1
17938,medicamentos,1
17939,medicastru,1
17940,medicație,1
17941,medicinal,1
17942,medie,1
17943,medieval,1
17944,medievală,1
17945,medievism,1
17946,medievist,1
17947,mediocritate,1
17948,mediocru,1
17949,medita,1
17950,meditativ,1
17951,meditație,1
17952,mediteranean,1
17953,mediteraneean,1
17954,mediu,1
17955,medoc,1
34260,medresea,0
17956,medular,1
17957,medulectomie,1
17958,medulită,1
17959,meduză,1
17960,mefient,1
17961,mefiență,1
17962,mefistofelic,1
17963,mefitic,1
17964,mefitism,1
17965,megabit,1
17966,megacalorie,1
17967,megacarioblast,1
17968,megacariocit,1
17969,megacefalie,1
17970,megaceros,1
17971,megaciclu,1
17972,megacolon,1
17973,megacosmos,1
17974,megadină,1
17975,megaelectronvolt,1
17976,megaencefalie,1
17977,megaerg,1
17978,megafarad,1
17979,megafaună,1
17980,megafon,1
17981,megagraf,1
17982,megagram,1
17983,megahertz,1
17984,megalencefalie,1
17985,megalit,1
17986,megalitic,1
17987,megaloblast,1
17988,megalocefal,1
17989,megalocefalie,1
17990,megalocit,1
17991,megalocitoză,1
17992,megaloman,1
17993,megalomanie,1
17994,megalopolis,1
17995,megalopsie,1
34261,megalopsihie,0
17996,megalozaur,1
17997,megametru,1
17998,megaparsec,1
17999,megaric,1
18000,megaron,1
18001,megascopic,1
18002,megaspor,1
18003,megastar,1
18004,megateriu,1
18005,megatonic,1
18006,megatonă,1
18007,megeră,1
34262,meghistan,0
34263,megieș,0
18008,megohm,1
18009,megohmetru,1
18010,megohmmetru,1
34264,mehenghi,0
34265,mehlem,0
34266,mehtup,0
34267,mehtupciu,0
34268,mei,0
18011,meiotic,1
18012,meioză,1
18013,meitneriu,1
34269,mejdă,0
18014,mel,1
18015,melafir,1
18016,melamină,1
18017,melancolic,1
18018,melancoliza,1
18019,melanemie,1
18020,melanezian,1
18021,melanic,1
18022,melanină,1
18023,melanism,1
18024,melanit,1
18025,melanj,1
18026,melanjor,1
18027,melanoblast,1
18028,melanocit,1
18029,melanoderm,1
18030,melanodermie,1
18031,melanogeneză,1
18032,melanom,1
18033,melanosarcom,1
18034,melanoză,1
18035,melanterit,1
18036,melanurie,1
18037,melasă,1
34270,melc,0
34271,melceajen,0
34272,meleag,0
34273,melean,0
34274,melec,0
34275,melegar,0
18038,melenă,1
18039,meleu,1
18040,melifer,1
18041,meliferă,1
18042,melific,1
18043,melificație,1
18044,melifluu,1
18045,melilit,1
18046,melinită,1
18047,meliorativ,1
18048,meliorism,1
18049,meliorist,1
18050,melismă,1
18051,melisă,1
34276,meliță,0
18052,melodic,1
18053,melodică,1
34277,melodie,0
18054,melodimetru,1
18055,melodios,1
18056,melodist,1
18057,melodramatic,1
18058,melodramatiza,1
18059,melodramă,1
18060,melofob,1
18061,melofobie,1
18062,melofon,1
18063,meloman,1
18064,melomanie,1
18065,melomel,1
18066,melon,1
18067,melonidă,1
18068,melopee,1
34278,melos,0
18069,meloterapie,1
18070,membranaceu,1
18071,membranos,1
18072,membrană,1
18073,membru,1
18074,memento,1
18075,memora,1
18076,memorabil,1
18077,memorandum,1
18078,memorativ,1
18079,memorator,1
18080,memorial,1
18081,memorialist,1
18082,memorie,1
18083,memoriu,1
18084,memoriza,1
18085,memorizație,1
34279,memur,0
18086,memă,1
18087,menadă,1
18088,menaj,1
18089,menaja,1
18090,menajament,1
18091,menajer,1
18092,menajerie,1
18093,menajeră,1
18094,mendeleeviu,1
18095,mendelism,1
18096,mendelist,1
18097,mendicitate,1
18098,menehm,1
18099,menestrel,1
34280,menghină,0
18100,menhir,1
34281,meni,0
18101,menilit,1
18102,meninge,1
18103,meningian,1
18104,meningiom,1
18105,meningită,1
18106,meningocel,1
18107,meningococ,1
18108,meningoencefalită,1
18109,meningomielită,1
18110,meningopatie,1
18111,menisc,1
18112,meniscectomie,1
18113,meniu,1
18114,menopauză,1
18115,menoragic,1
18116,menoragie,1
18117,menoree,1
18118,menostază,1
18119,menou,1
18120,mensolă,1
18121,menstrual,1
18122,menstruație,1
18123,menstruă,1
18124,mensual,1
18125,mentalitate,1
18126,mentenanță,1
18127,mentol,1
18128,mentolat,1
18129,mentor,1
18130,mentă,1
18131,menuet,1
18132,menuiserie,1
34282,menzil,0
18133,menține,1
18134,menționa,1
18135,mențiune,1
18136,mepacrină,1
18137,mepriza,1
18138,meralgie,1
18139,mercantil,1
18140,mercantilism,1
18141,mercantilist,1
18142,mercaptan,1
18143,mercenar,1
18144,merceologie,1
18145,mercerie,1
18146,merceriza,1
34283,merchez,0
18147,mercur,1
18148,mercurial,1
18149,mercuric,1
18150,mercurism,1
18151,mercuros,1
34284,merdenea,0
34285,meremet,0
34286,meremetisi,0
18152,mereng,1
34287,meresân,0
34288,mereu,0
34289,merge,0
18153,mericism,1
18154,meridian,1
18155,meridional,1
34290,meridă,0
34291,merinda,0
34292,merinde,0
18156,mering,1
18157,merinos,1
18158,meristem,1
18159,meristematic,1
18160,merit,1
18161,merita,1
18162,meritală,1
18163,meritocrat,1
18164,meritocrație,1
18165,meritoriu,1
34293,meriza,0
34294,meriză,0
18166,merlon,1
18167,merlot,1
18168,meroblastic,1
18169,meroplancton,1
18170,merovingian,1
34295,mers,0
18171,mersi,1
34296,mersină,0
34297,mertic,0
18172,mesager,1
18173,mesagerie,1
18174,mesaj,1
18175,mesalină,1
18176,mesapi,1
18177,mescalină,1
18178,meschin,1
18179,meschinărie,1
34298,meser,0
34299,meserere,0
34300,meserniță,0
18180,mesianic,1
18181,mesianism,1
18182,mesianist,1
18183,mesmerian,1
18184,mesmerism,1
18185,mesopotamian,1
34301,mesteacăn,0
34302,mesteca,0
18186,mesă,1
18187,metabioză,1
18188,metabisulfit,1
18189,metabolic,1
18190,metabolimetru,1
18191,metabolism,1
18192,metabolit,1
18193,metabolă,1
18194,metacarp,1
18195,metacarpian,1
18196,metacentric,1
18197,metacentru,1
18198,metacrilat,1
18199,metacrilic,1
18200,metacromatic,1
18201,metacromatism,1
18202,metacromazie,1
18203,metacronism,1
18204,metafază,1
18205,metafizic,1
18206,metafizician,1
18207,metafizică,1
18208,metafonie,1
18209,metaforic,1
18210,metaforiza,1
18211,metaforă,1
18212,metafosfat,1
18213,metafosforic,1
18214,metafrază,1
18215,metagalaxie,1
18216,metagenetic,1
18217,metageneză,1
18218,metageometrie,1
18219,metagramă,1
18220,metal,1
18221,metalare,1
18222,metaldehidă,1
18223,metalepsă,1
18224,metalic,1
18225,metalifer,1
18226,metalingvistic,1
18227,metalingvistică,1
18228,metaliza,1
18229,metalizație,1
18230,metaloceramică,1
18231,metalochimic,1
18232,metalochimie,1
18233,metalocromie,1
18234,metalofobie,1
18235,metalogeneză,1
18236,metalogenie,1
18237,metalogic,1
18238,metalogică,1
18239,metalograf,1
18240,metalografic,1
18241,metalografie,1
18242,metalogravură,1
18243,metaloid,1
18244,metaloidic,1
18245,metaloplastic,1
18246,metalosferă,1
18247,metaloterapie,1
18248,metalotermie,1
18249,metalurgic,1
18250,metalurgie,1
18251,metalurgist,1
18252,metamagnetism,1
18253,metamatematică,1
18254,metamer,1
18255,metamerie,1
18256,metamorală,1
18257,metamorfic,1
18258,metamorfism,1
18259,metamorfoza,1
18260,metamorfozabil,1
18261,metamorfoză,1
18262,metan,1
18263,metanefridie,1
18264,metanephros,1
18265,metanier,1
18266,metanol,1
18267,metaplasmă,1
18268,metaplazie,1
18269,metapsihic,1
18270,metapsihologie,1
18271,metasomatic,1
18272,metasomatoză,1
18273,metastabil,1
18274,metastabilitate,1
18275,metastatic,1
18276,metastaza,1
18277,metastază,1
18278,metatars,1
18279,metatarsian,1
18280,metateorie,1
18281,metatetic,1
18282,metateză,1
18283,metatorace,1
18284,metatoracic,1
18285,metaxenie,1
18286,metazoar,1
34303,meteahnă,0
18287,metec,1
34304,meteleu,0
18288,metempsihoză,1
18289,metencefal,1
18290,metensomatoză,1
18291,meteo,1
18292,meteor,1
18293,meteoric,1
18294,meteorică,1
18295,meteorism,1
18296,meteorit,1
18297,meteoritic,1
18298,meteoritică,1
18299,meteorizație,1
18300,meteorobiologie,1
18301,meteorograf,1
18302,meteorografie,1
18303,meteorogramă,1
18304,meteorolog,1
18305,meteorologic,1
18306,meteorologie,1
18307,meteorologist,1
18308,meteoromanție,1
18309,meteoropat,1
18310,meteoropatie,1
18311,meteoropatologie,1
18312,meteoroscop,1
18313,meteoroscopie,1
18314,meteorosensibil,1
18315,meteorosensibilitate,1
34305,meterez,0
34306,meterhanea,0
18316,meticulos,1
18317,meticulozitate,1
18318,metil,1
18319,metilare,1
18320,metilceluloză,1
18321,metilcetonă,1
18322,metilen,1
18323,metilenică,1
18324,metilfenol,1
18325,metilic,1
18326,metiloranj,1
18327,metilstiren,1
18328,metiluree,1
18329,metilviolet,1
18330,metionină,1
18331,metis,1
18332,metisaj,1
34307,metoc,0
18333,metodic,1
18334,metodism,1
18335,metodist,1
18336,metodolog,1
18337,metodologic,1
18338,metodologie,1
18339,metodă,1
18340,metol,1
18341,metonimic,1
18342,metonimie,1
18343,metopic,1
18344,metoposcopic,1
18345,metoposcopie,1
18346,metopă,1
18347,metraj,1
18348,metralgie,1
18349,metresă,1
18350,metric,1
18351,metrică,1
18352,metrită,1
18353,metroanexită,1
18354,metrodinie,1
18355,metrolog,1
18356,metrologic,1
18357,metrologie,1
18358,metroman,1
18359,metromanie,1
18360,metronom,1
18361,metronomic,1
18362,metronomie,1
18363,metropatie,1
18364,metropolitan,1
18365,metropolă,1
18366,metroragic,1
18367,metroragie,1
18368,metrou,1
18369,metroză,1
18370,metru,1
34308,meu,0
18371,mezalianță,1
18372,mezanin,1
34309,mezat,0
18373,mezaventură,1
34310,mezdri,0
34311,mezel,0
18374,mezencefal,1
18375,mezenchim,1
18376,mezenter,1
18377,mezenteric,1
18378,mezenterită,1
34312,mezin,0
18379,mezoblast,1
18380,mezoblastic,1
18381,mezocarp,1
18382,mezocefal,1
18383,mezocolon,1
18384,mezoderm,1
18385,mezodermic,1
18386,mezodermoză,1
18387,mezofil,1
18388,mezofită,1
18389,mezogastric,1
18390,mezogastru,1
18391,mezoglee,1
18392,mezolitic,1
18393,mezologic,1
18394,mezologie,1
18395,mezomer,1
18396,mezomerie,1
18397,mezomorf,1
18398,mezomorfică,1
18399,mezon,1
18400,mezonephros,1
18401,mezopauză,1
18402,mezoscaf,1
18403,mezosferă,1
18404,mezospor,1
18405,mezoteliu,1
18406,mezoterm,1
18407,mezotermal,1
18408,mezotorace,1
18409,mezotoracic,1
18410,mezotron,1
18411,mezozaur,1
18412,mezozoic,1
18413,mezozonă,1
18414,mezzosoprană,1
34313,mește,0
34314,meșter,0
34315,meșteșug,0
18415,meșă,1
18416,mi,1
34316,mia,0
18417,mialgie,1
34317,miambal,0
18418,miasmatic,1
18419,miasmă,1
18420,miastenie,1
34318,miazănoapte,0
34319,miazăzi,0
34320,mic,0
18421,micaceu,1
18422,micanită,1
18423,micașist,1
18424,micelian,1
18425,miceliu,1
18426,micelă,1
18427,micenian,1
18428,micetofag,1
18429,micetom,1
18430,michelangiolesc,1
34321,michiduță,0
18431,micofloră,1
18432,micolog,1
18433,micologic,1
18434,micologie,1
34322,miconac,0
18435,micoriză,1
18436,micostatic,1
18437,micosterol,1
18438,micotic,1
18439,micoză,1
18440,microamper,1
18441,microampermetru,1
18442,microanaliză,1
18443,microb,1
18444,microbalanță,1
18445,microbar,1
18446,microbarograf,1
18447,microbian,1
18448,microbicid,1
18449,microbiolog,1
18450,microbiologic,1
18451,microbiologie,1
18452,microbiologist,1
18453,microbism,1
18454,microbuz,1
18455,microcardie,1
18456,microcefal,1
18457,microcefalie,1
18458,microcentrală,1
18459,microchimic,1
18460,microchimie,1
18461,microchirurgie,1
18462,microcinematografie,1
18463,microcip,1
18464,microcit,1
18465,microcitemie,1
18466,microcitoză,1
18467,microclimat,1
18468,microclimatic,1
18469,microclin,1
18470,micrococ,1
18471,microcomputer,1
18472,microcosm,1
18473,microcosmic,1
18474,microcosmos,1
18475,microcoulomb,1
18476,microcristalin,1
18477,microdactil,1
18478,microdactilie,1
18479,microdisecție,1
18480,microdontie,1
18481,microeconomic,1
18482,microeconomie,1
18483,microelectronic,1
18484,microelectronică,1
18485,microelement,1
18486,microfag,1
18487,microfarad,1
18488,microfil,1
18489,microfilm,1
18490,microfilma,1
18491,microfisură,1
18492,microfită,1
18493,microfizică,1
18494,microfișă,1
18495,microfon,1
18496,microfonic,1
18497,microfonie,1
18498,microfonist,1
18499,microfosilă,1
18500,microfotocopie,1
18501,microfotografic,1
18502,microfotografie,1
18503,microfotometru,1
18504,microftalmie,1
18505,microgamet,1
18506,microgastrie,1
18507,microgenerator,1
18508,microglosar,1
18509,microglosie,1
18510,micrograf,1
18511,micrografic,1
18512,micrografie,1
18513,microgram,1
18514,microlector,1
18515,microlit,1
18516,microlitic,1
18517,microlitru,1
18518,micromanipulator,1
18519,micromanometru,1
18520,micromelie,1
18521,micrometric,1
18522,micrometrie,1
18523,micrometru,1
18524,micromicetă,1
18525,micromicrofarad,1
18526,micromilimetru,1
18527,microminiaturiza,1
18528,micromodul,1
18529,micromolecular,1
18530,micromoleculă,1
18531,micromotor,1
18532,micron,1
18533,micronezian,1
18534,micronucleu,1
18535,microordinator,1
18536,microorganism,1
18537,micropaleontologie,1
18538,microparazit,1
18539,microparticulă,1
18540,micropil,1
18541,microporos,1
18542,microprocesor,1
18543,micropsie,1
18544,microradiografie,1
18545,microreacție,1
18546,microrelief,1
18547,microscop,1
18548,microscopic,1
18549,microscopie,1
18550,microsecundă,1
18551,microseism,1
18552,microseismic,1
18553,microsion,1
18554,microsociolog,1
18555,microsociologic,1
18556,microsociologie,1
18557,microsomie,1
18558,microspor,1
18559,microsporange,1
18560,microsporie,1
18561,microsporocit,1
18562,microsporogeneză,1
18563,microsporogenoză,1
18564,microstructură,1
18565,microterm,1
18566,microtom,1
18567,microtomie,1
18568,microtraumatism,1
18569,microtron,1
18570,microundă,1
18571,microvolt,1
18572,microvoltmetru,1
18573,microzoar,1
18574,microzom,1
18575,microzonă,1
34323,micsandră,0
18576,micterism,1
18577,micturiție,1
34324,micșunea,0
18578,micțiune,1
18579,midi,1
34325,midie,0
18580,midinetă,1
18581,midriatic,1
18582,midriază,1
34326,mie,0
34327,mied,0
34328,miel,0
18583,mielencefal,1
18584,mielinic,1
18585,mielinizare,1
18586,mielină,1
18587,mielită,1
18588,mieloblast,1
18589,mielocit,1
18590,mielocitoză,1
18591,mielofibroză,1
18592,mielografie,1
18593,mielogramă,1
18594,mielom,1
18595,mielopatie,1
18596,mielotomie,1
18597,mieloză,1
34329,miercuri,0
34330,miere,0
34331,mierli,0
34332,mierlă,0
34333,mieru,0
34334,mierță,0
34335,miez,0
34336,migdal,0
18598,migmatit,1
18599,mignon,1
18600,migrator,1
18601,migrațiune,1
18602,migrenă,1
34337,mihalț,0
34338,mihamea,0
34339,mihanie,0
34340,mihrab,0
34341,miji,0
34342,mijloc,0
34343,milacop,0
18603,milan,1
18604,mildiograf,1
18605,milenar,1
18606,milenarism,1
18607,mileniu,1
18608,milepor,1
18609,milesim,1
18610,miliamper,1
18611,miliampermetru,1
18612,miliar,1
18613,miliard,1
18614,miliardar,1
18615,milibar,1
18616,milieu,1
18617,miligram,1
18618,mililambert,1
18619,mililitru,1
18620,milimetric,1
18621,milimetru,1
18622,milimicron,1
18623,milion,1
18624,milionar,1
18625,milita,1
18626,militant,1
18627,militantism,1
18628,militar,1
18629,militarism,1
18630,militarist,1
18631,militariza,1
18632,milivolt,1
18633,milivoltmetru,1
34344,milițea,0
18634,miliție,1
18635,millerit,1
18636,milonit,1
18637,milord,1
34345,miloste,0
34346,milostenie,0
34347,milostiv,0
34348,milostivnic,0
34349,milosârd,0
34350,milosârdie,0
34351,milui,0
34352,milă,0
18638,mim,1
18639,mima,1
18640,mimetic,1
18641,mimetism,1
18642,mimic,1
18643,mimică,1
18644,mimodramatic,1
18645,mimodramă,1
18646,mimograf,1
18647,mimologie,1
18648,mimoză,1
18649,mina,1
34353,minarea,0
18650,minaret,1
34354,minciună,0
34355,mindir,0
34356,mindirigiu,0
34357,mine,0
34358,minei,0
18651,miner,1
18652,mineral,1
18653,mineralier,1
18654,mineraliza,1
18655,mineralizabil,1
18656,mineralizator,1
18657,mineralizație,1
18658,mineralogic,1
18659,mineralogie,1
18660,mineralogist,1
18661,mineraloid,1
18662,minereu,1
34359,minge,0
18663,mini,1
18664,minia,1
18665,miniaturist,1
18666,miniaturiza,1
18667,miniatură,1
18668,minibuz,1
18669,minicalculator,1
18670,minicasetă,1
18671,minicomputer,1
18672,minier,1
18673,minigolf,1
18674,minigonă,1
18675,minim,1
18676,minimal,1
18677,minimaximă,1
18678,minimetru,1
18679,minimiza,1
18680,minimum,1
18681,minimă,1
18682,miniordinator,1
18683,minister,1
18684,ministeriabil,1
18685,ministerial,1
18686,ministeriat,1
18687,ministrant,1
18688,ministru,1
18689,miniu,1
18690,minoian,1
18691,minoic,1
18692,minolă,1
18693,minor,1
18694,minorit,1
18695,minoritar,1
18696,minoritate,1
18697,minotaur,1
18698,mintal,1
34360,minte,0
34361,mintean,0
34362,minten,0
34363,minteuță,0
34364,minune,0
18699,minus,1
18700,minuscul,1
18701,minusculă,1
18702,minut,1
18703,minutaj,1
18704,minuterie,1
34365,minuțe,0
18705,minuție,1
18706,minuțios,1
18707,mină,1
34366,minți,0
34367,mințitor,0
34368,mioară,0
18708,mioblast,1
18709,miocard,1
18710,miocardită,1
18711,miocardopatie,1
18712,miocel,1
18713,miocen,1
18714,miocenic,1
18715,miocit,1
18716,mioclonie,1
18717,miocrom,1
18718,miofibrilă,1
18719,miofibrom,1
18720,miofilament,1
18721,miogen,1
18722,mioglobinurie,1
18723,mioglobină,1
18724,miograf,1
18725,miografic,1
18726,miografie,1
18727,miogramă,1
18728,miologic,1
18729,miologie,1
18730,miom,1
18731,miomectomie,1
18732,miomer,1
18733,miop,1
18734,miopatic,1
18735,miopatie,1
18736,miopie,1
